Title,Credit Hour,level,Equivalent Courses,outlines
"fully controlled rectifiers, three‑phase rectifiers: un‑controlled, semi controlled and full controlled, six‑pulse, twelve‑pulse and 24‑pulse rectification, PWM converters, DC to AC converters, three‑phase inverter, six‑pulse, twelve‑pulse inverters, PWM inverters, switching mode power supplies, DC to DC conversation, buck converter, boost converter and buck‑boost converters, isolated converters, forward converters, flyback converters.",Credit Hours: 3,Course Level: Senior,,"Overview of Broadcasting system, Digitization and Representation of Audio and Video signal, Audio compression principles, Video compression principles, transmission standards"
AI and Robotics (EE401),Credit Hours: 3,Course Level: Senior,,"Review of TDM, MUX standards, SONET/SDH/PDH, ATM, carrier XMN, synchronization, Channels & error control, line encoding techniques (HDB3, 4B3T, 2B1Q) digital communications (PCM), types of switching systems‑ circuit, message and packet switching, telecommunication network (PSTN, PLMN), exchanges hierarchy, basic functions of a typical digital switching exchanges, SPC, software structure of SPC digital switches, software life Cycle, erlang models, GOS, BHCA, network traffic load and parameters, blocking probabilities, modelling switching Systems, Incoming Traffic and service Time characterization, blocking Models and loss estimates, delay systems, time and space switching, T‑S‑T and S‑T‑S Systems, numbering plans, routing tables, charging plans, PPM PMM, SPM, MPM, charging database, signaling, areas of signaling, various types/classifications of signaling Systems, channel associated signaling (CAS) and common channel signaling (CCS) ITU's common channel signaling system#7 (CCS7 OR SS7), ‑system Architecture Layers, MSU, LSSU, and FISU, Error Detection/Correction, ISUP Signaling TUP, case study of FMM on call,  scenarios such as  PATED, LSIF, TRA and private access resource management from commercial  exchange."
Digital Image Processing (EE402),Credit Hours: 3,Course Level: Senior,,"Introduction to radar systems, signal models, sampling and quantization of pulses radar signals, radar waveform, doppler processing, detection fundamentals, constant false alarm rate detection, introduction to synthetic aperture imaging, introduction to beam forming and space‑time adaptive processing and Tracking in modern radars"
Wireless & Mobile Comm. (EE403),Credit Hours: 3,Course Level: Senior,,"Introduction to Embedded Systems, Hardware Architecture of Embedded Systems, Programming Model of Embedded Systems, I/O Port structure and Memory Organization, Serial and Parallel Interface, Timers and Interrupt Handling, Software Design for Embedded Systems, Single Board Computer, Software Development Tools, Hardware Interfacing, Introduction to AVR Microcontrollers"
Advanced Digital Design (EE404),Credit Hours: 3,Course Level: Senior,,"Review of Electromagnetic Theory: Poynting Vector, group Velocity, resonance Slab Waveguides, Ray Analysis, Field Analysis, Modes, Leaky Waves, Propagation in curved slabs, Cylinderical Rods,  Field equations in cylindrical coordinates, Wave equation, Besselseuqation , Power Series solution, Bessel functions, Modes and cut‑off frequencies, Weak guidance and linearly polarized modes, Loss Mechanisms, Intrinsic loss, Extrinsic loss, Bending loss Dispersion, Pulse propagation, Chromatic, dispersion,  Polarization dispersion, Special purpose Index profiles, 1. Multimode graded index,  2. Single Mode,   Gaussian beam propagation, Physical Layer  Technologies, Fiber distributed data interface (FDDI),  Synchronous digital hierarchy (SDH), Synchronous optical network (SONET) 4.,Wavelength division multiplexing (WDM) Nonlinear effects, Fiber amplifiers 3. Solitons, Raman Scattering, Brillouin Scattering"
Telecommunication Systems (EE405),Credit Hours: 3 + 1,Course Level: Senior,,"Characteristics of instruction set architecture and micro‑architecture; physical and virtual memory; caches and cache design; interrupts and exceptions; integer and floating‑point arithmetic; Instruction cycles, the data path and control unit. The memory subsystem and timing.  Introduction to programming machine language, I/O interface, programmed I/O and DMA, branch prediction, memory hierarchies; performance enhancements; design tradeoffs."
Fiber Optic Communication (EE406),Credit Hours: 3,Course Level: Senior,,"This course will introduce and explain Next Generation Networks including components & Protocols (H.323, SIP, MGCP, RTP, and SIGTRAN) keeping in view the migration strategies involved from Legacy Network to NGN. The architecture of NGN including all four layers of NGN which are Edge Access Layer, Core Switching Layer, Network Control Layer, and Service Management Layer will be discussed. Further topics included will be Next Generation Network Planning & Designing and Next Generation Mobile Network (LTE as radio Access Network, PB based Multimedia Subsystem ( IMS) for Services Layer, Enhanced Packet Core  (EPC ) as All-IP Core Network. "
Wave Prop. & Antenna Th. (EE407),Credit Hours: 3,Course Level: Senior,,"Structure of Process Control System (PCS). Types of PCS. Open loop & Closed loop Control Systems. Modes of Process Controls. Variable speed drives (VSD), DC Drives, AC Drives (VVI, PWM). Sensors and measurements.Pressure systems.Temperature systems. Flow systems. Level systems. Pressure Control Valves (PCV) Flow Control Valves (FCV) and Temperature Control Valves (TCVs). Motors in process control (Servo/Stepper motors). Combustion/burner control in boilers. Process instrumentation diagrams, Pipes & Identification Diagrams & symbols. Wire Logic Controller (WLC) & Programmable Logic Controller (PLC). Distributed control system (DCS), SCADA system."
Elec. Power Eng. (EE408),Credit Hours: 3,Course Level: Senior,,"Nature of light, basic laws of light, optical fibre, types of optical fiber, fibre material, fabrication and components, laser, threshold condition, laser losses, population inversion and threshold conditions, laser modes, classes of lasers, semiconductor light sources, light emitting diodes, semiconductor laser diodes (SLDs), optical transmitter, optical receivers, wavelength division multiplexing (WDM), FDM versus WDM, WDM multiplexer, benefits of WDM, dense wavelength division multiplexing, optical networks."
Satellite Communication (EE409),Credit Hours: 3 + 1,Course Level: Senior,,.
Real Time DSP Systems (EE414),Credit Hours: 3 + 1,Course Level: Senior,,.
Digital Video Broadcasting (EE415),Credit Hours: 3,Course Level: Senior,,.
Telecom Transmission & Switching Sys. (EE416),Credit Hours: 3,Course Level: Senior,,"Introduction to digital design and FPGA, FPGA architectures, SRAM‑based FPGAs, permanently‑programmed FPGAs, circuit FPGA‑based system design, logic design process, combinational network delay, power and energy optimization, arithmetic logic elements, logic implementation using FPGAs, FSM design, ASM design. Physical design (PnR) for FPGAs, synthesis process.Sequential design using FPGAs, sequential machine design process, sequential design style."
Introduction to Radar Signal & Systems (EE417),Credit Hours: 3,Course Level: Masters,,"Background (Discrete-Time Signal Processing, Linear Algebra), Discrete-Time Random Processes, Optimum Filters, FIR and IIR Wiener Filter, Discrete Kalman Filter, FIR Adaptive Filters, Steepest Descent Adaptive Filter, LMS, NLMS, LLMS and Variable Step-Size Algorithm, Applications, Adaptive Recursive (IIR) Filters, IIR LMS  Adaptive Filter, Recursive Least Squares Algorithm, Adaptive Arrays and Adaptive Beam forming"
Embedded Systems (EE419),Credit Hours: 3,Course Level: Masters,,"Processor performance, (price and power), Different levels of memory hierarchy, optimization techniques for cache, Centralized shared memory architectures, Instruction-level parallelism (Basic compiler techniques for ILP, Data Hazards, Loop un-rolling, Dynamic Scheduling), Branch prediction, Very long instruction word, Data-level parallelism, Detecting and enhancing loop-level parallelism, Crosscutting issues of data-level, Thread-level, and Request-level parallelism."
